facility_name,facility_code,Old Facility Code,admin1,Sub-District,Constituency,facility_type,latitude,longitude,Telephone,Urban or Rural,Always Open,status,Publication Status,Catchment Area,Updated,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Robelela Health Post,760197-4,04-4-06,Phikwe,Phikwe,MMADINARE,Health Post,-21.59006,27.984824,+267 2615576,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-27T09:19:40Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mabeleng Health Post,193195-5,04-4-16,Bobirwa,Bobirwa,BOBONONG,Health Post,-21.982331,28.43473404,+267 2619200,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-26T09:04:11Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Khekhenye Health Post,326823-2,24-4-14,Kweneng West,Kweneng West,TAKATOKWANE,Health Post,-24.057189,23.374754,+267 5960278,Rural,FALSE,OPERATIONAL,PUBLISHED,700,2023-07-12T13:20:44Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Borotsi Clinic,544933-5,04-3-08,Bobirwa,Bobirwa,BOBONONG,Clinic,-21.963522,28.418128,+267 2619256,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T06:16:11Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tobane Health Post,878856-4,04-4-12,Phikwe,Phikwe,MMADINARE,Health Post,-21.904243,28.043809,+267 2615576,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-27T09:26:02Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Makunda Health Post,385056-7,28-4-03,Charleshill,Charleshill,GHANZI SOUTH,Health Post,-22.388370698396095,20.121629393428208,6511703,Rural,FALSE,OPERATIONAL,PUBLISHED,1144,2023-05-02T12:33:37Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chobokwane Health Post,933031-7,28-4-14,Charleshill,Charleshill,GHANZI SOUTH,Health Post,-22.15509568347305,21.209785122422357,6511701,Rural,FALSE,OPERATIONAL,PUBLISHED,1126,2023-05-02T12:39:32Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Metsimantsho Health Post,233523-0,28-4-12,Charleshill,Charleshill,GHANZI SOUTH,Health Post,-23.15197466334916,20.82680818358962,6511998,Rural,FALSE,OPERATIONAL,PUBLISHED,346,2023-05-02T13:45:37Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmathubudukwane  Clinic,858271-0,09-3-03,Kgatleng,Kgatleng,MOCHUDI EAST,Clinic with Maternity,-24.601173,26.433612,+267 5778208,Rural,FALSE,OPERATIONAL,PUBLISHED,2612,2024-02-08T10:13:21Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Oliphant's Drift  Clinic,635660-4,09-3-06,Kgatleng,Kgatleng,MOCHUDI EAST,Clinic with Maternity,-24.187878,26.862592,+267 5750227,Rural,FALSE,OPERATIONAL,PUBLISHED,969,2024-02-08T10:14:10Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bere Health Post,348819-4,07-4-01,Ghanzi,Ghanzi,GHANZI SOUTH,Health Post,-22.821428,21.873788,+267 73924442,Rural,FALSE,OPERATIONAL,PUBLISHED,634,2023-11-13T09:51:37Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gasita Clinic,292794-5,06-4-09,Kanye,Kanye,MMATHETHE-MOLAPOWABOJANG,Clinic with Maternity,-25.105312,24.876335,+267 5410022,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2024-03-19T14:10:26Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Oodi  Clinic,868940-8,09-3-07,Kgatleng,Kgatleng,MOCHUDI EAST,Clinic with Maternity,-24.580794,26.043735,+267 3930123,Rural,TRUE,OPERATIONAL,PUBLISHED,7090,2024-02-08T10:15:31Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kole Clinic,273439-0,28-3-05,Charleshill,Charleshill,GHANZI SOUTH,Clinic,-22.996968052857145,20.1925520663524,6511702,Rural,FALSE,OPERATIONAL,PUBLISHED,1055,2024-08-28T12:45:26Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyangabgwe Hospital,431904-2,8610,Greater Francistown,Greater Francistown,FRANCISTOWN WEST,Referral Hospital,-21.187828,27.536341,241 1000,Urban,TRUE,PENDING,PUBLISHED,NA,2023-10-25T05:37:33Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chemist At Your Service,797444-7,NA,South East,South East,GABORONE CENTRAL,Individual practitioner,-24.627124875498563,25.935578143559468,+267-3971380,Urban,TRUE,OPERATIONAL,PUBLISHED,NA,2025-05-26T09:33:04Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mafitlhakgosi Clinic,811879-6,15-3-36,Greater Gaborone,Greater Gaborone,TLOKWENG,Clinic with Maternity,-24.655639,25.970601,+267 3928563,Urban,TRUE,OPERATIONAL,PUBLISHED,36982,2024-06-06T12:01:34Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mahotshwane Health Post,431094-2,21-4-05,Mabutsane,Mabutsane,JWANENG-MABUTSANE,Health Post,-24.417175,24.223076,+267 73715164,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T07:43:07Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Josephs Mission Clinic,848251-5,15-3-37,Greater Gaborone,Greater Gaborone,GABORONE SOUTH,Clinic,-24.7167,25.8742,+267 3904966,Urban,FALSE,OPERATIONAL,PUBLISHED,621,2023-05-11T07:06:40Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Palapye Primary Hospital,287388-3,03-2-01,Palapye,Palapye,PALAPYE,Primary Hospital,-22.552184,27.131304,+267 4920650,Rural-Urban,FALSE,OPERATIONAL,PUBLISHED,41102,2023-09-21T09:22:11Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sekondomboro Health Post,326771-3,14-4-20,Okavango,Ngami,OKAVANGO,Health Post,-18.406188,22.068442,73019681,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-27T13:22:17Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Etsha 6 Clinic,440231-9,14-3-01,Okavango,Ngami,NGAMI,Clinic with Maternity,-19.131854,22.297856,2676874083,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-03T10:02:37Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Etsha 13 Clinic,702688-3,14-3-08,Okavango,Ngami,OKAVANGO,Clinic,-19.014659,22.316398,+267 6874206/73019701,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-21T13:14:06Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Etsha 1 Health Post,405411-0,14-4-02,Okavango,Ngami,OKAVANGO,Health Post,-19.184064,22.243242,26773019660,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-03T08:52:20Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Grootlagte Health Post,820551-0,07-4-13,Ghanzi,Ghanzi,GHANZI NORTH,Health Post,-21.360041,21.213339,+267 73229909,Rural,FALSE,OPERATIONAL,PUBLISHED,849,2023-02-06T14:04:07Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mabuo Health Post,162465-9,29-4-08,Serowe,Serowe,SEROWE SOUTH,Health Post,-22.625971,26.357756,2674620344,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T07:51:46Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Modikwane Health Post (Serowe),477648-0,29-4-01,Serowe,Serowe,SEROWE NORTH,Health Post,-22.373959,26.686889,2674635687,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T06:31:14Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mogorosi Health Post,523178-2,29-4-02,Serowe,Serowe,SEROWE SOUTH,Health Post,-22.434805,26.564156,4600144,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T08:26:14Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Malatswai Health Post,557244-1,29-4-07,Serowe,Serowe,SEROWE WEST,Health Post,-21.814826,25.93687,2674639561,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T07:43:49Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tati Siding Clinic,834026-7,16-3-21,Greater Francistown,North East,TATI EAST,Clinic with Maternity,-21.176895,27.531889,+267 2413314,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-05T12:08:20Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Letlhakane Primary Hospital,609192-0,13-2-02,Boteti,Boteti,BOTETI EAST,Primary Hospital,-21.420857,25.584253,+267 2978242,Rural,FALSE,OPERATIONAL,PUBLISHED,22 911*,2023-09-22T06:33:00Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Itekeng (Area W) Clinic,770793-8,16-3-14,Greater Francistown,Greater Francistown,FRANCISTOWN EAST,Clinic,-21.173463,27.506522,2413612/2413043,Urban,TRUE,OPERATIONAL,PUBLISHED,3810,2023-04-06T09:45:53Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mokoboxane Health  Post,325792-0,13-4-08,Boteti,NA,BOTETI WEST,Health Post,-21.264365,24.9480735,+267 2975163,Rural,FALSE,OPERATIONAL,PUBLISHED,1872,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gojwane Health Post,703653-6,16-4-15,Greater Francistown,Greater Francistown,SEROWE NORTH,Health Post,-21.786062,27.280169,2470703,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-08T09:21:40Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tlhalogang Health Post,703810-2,16-4-13,Greater Francistown,Greater Francistown,SHASHE WEST,Health Post,-21.075121,27.358535,+267 2410030,Rural,FALSE,OPERATIONAL,PUBLISHED,8000,2023-10-13T14:29:24Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Foley Health Post,507725-0,temp_id_2,Greater Francistown,Greater Francistown,TONOTA,Health Post,-21.686839,27.364429,+267 2471165,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-08-18T12:28:58Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Manyanda Health Post,274913-3,16-4-08,Greater Francistown,NA,TONOTA,Health Post,-21.426743,27.457496,+267 2485506,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Natale Health Post,557750-7,16-4-12,Greater Francistown,Greater Francistown,SHASHE WEST,Health Post,-21.099755,27.229101,+267 2418717,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T14:17:01Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gaborone West Clinic,643270-2,15-3-12,Greater Gaborone,NA,GABORONE BONNINGTON NORTH,Clinic with Maternity,-24.6607,25.8876,3923335/3918040/3923896,Urban,FALSE,OPERATIONAL,PUBLISHED,31278,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mulambakwena Health Post,585979-8,02-4-26,North East,North East,TATI WEST,Health Post,-20.5707,27.460808,+267 2489464,Rural,FALSE,OPERATIONAL,PUBLISHED,974,2023-05-03T06:59:25Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Masunga Clinic,957417-9,02-3-03,North East,North East,TATI WEST,Clinic,-20.623495,27.446179,+267 2489292,Rural,FALSE,OPERATIONAL,PUBLISHED,6035,2023-05-02T07:26:52Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nlaphkwane Clinic,348737-8,02-3-10,North East,North East,TATI WEST,Clinic,-20.517333,27.519522,+267 2489253,Rural,FALSE,OPERATIONAL,PUBLISHED,1583,2023-04-19T19:04:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zwenshambe Health Post,336494-0,02-4-19,North East,North East,TATI WEST,Health Post,-20.506407,27.548037,+267 2489226,Rural,FALSE,OPERATIONAL,PUBLISHED,1943,2023-05-03T07:35:40Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mapoka Clinic,388754-4,02-3-02,North East,North East,TATI WEST,Clinic with Maternity,-20.586762,27.590661,+267 2489255,Rural,FALSE,OPERATIONAL,PUBLISHED,1789,2023-04-19T07:42:29Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tloaneng Health Post,540164-1,15-4-02,Kweneng East,Kweneng East,GABANE-MMANKGODI,Health Post,-24.66605,25.80049,+267 3960145,Rural,FALSE,OPERATIONAL,PUBLISHED,868,2023-05-02T12:29:03Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mosojane Health Post,478872-5,02-4-09,North East,North East,TATI WEST,Health Post,-20.623026,27.518094,+267 2489236,Rural,FALSE,OPERATIONAL,PUBLISHED,1210,2023-05-16T07:09:59Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Letsholathebe Health Post,981309-8,02-4-23,North East,North East,TATI WEST,Health Post,-20.684736,27.440843,+267 2489224,Rural,FALSE,OPERATIONAL,PUBLISHED,428,2023-05-03T08:22:12Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pole Health Post,602553-0,02-4-16,North East,North East,TATI WEST,Health Post,-20.6159,27.553739,+267 2481092,Rural,FALSE,OPERATIONAL,PUBLISHED,288,2023-04-19T19:57:17Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sechele Health Post,917324-6,02-4-12,North East,North East,TATI WEST,Health Post,-20.753816,27.358693,+267 2488212,Rural,FALSE,OPERATIONAL,PUBLISHED,530,2023-04-18T12:51:19Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kokotsha Health Post,938343-1,11-4-13,Kgalagadi south,Kgalagadi south,KGALAGADI SOUTH,Health Post,-24.920977,23.218776,+267 6545502,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T06:34:44Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
New Age Clinic,539393-9,20878,South East,NA,NA,Individual practitioner,-24.6281599,25.9343726,+267 77121064,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maralaleng Health Post,784733-8,11-4-11,Kgalagadi south,Kgalagadi south,KGALAGADI SOUTH,Health Post,-25.7938850024844,22.685180094977316,+267 6511112,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-26T09:48:34Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gulubane Health Post,846940-5,02-4-03,North East,North East,TATI WEST,Health Post,-20.919774,27.307908,+267 2981216,Rural,FALSE,OPERATIONAL,PUBLISHED,797,2023-04-18T09:09:35Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Masingwaneng Health Post,384465-1,02-4-24,North East,North East,TATI WEST,Health Post,-20.852242,27.322732,+267 2981213,Rural,FALSE,OPERATIONAL,PUBLISHED,677,2023-04-18T09:01:51Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Botalaote/Toteng Health Post,622014-9,02-4-22,North East,North East,TATI WEST,Health Post,-20.755436,27.248634,2470212,Rural,FALSE,OPERATIONAL,PUBLISHED,464,2023-04-14T09:09:57Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bogogobo Health Post,827227-0,11-4-15,Kgalagadi south,Kgalagadi south,KGALAGADI SOUTH,Health Post,-26.661402,21.935744,+267 6511114,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-04T10:21:30Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mambo Health Post,573363-9,02-4-28,North East,North East,TATI WEST,Health Post,-20.798218,27.328163,+267 2488449,Rural,FALSE,OPERATIONAL,PUBLISHED,569,2023-04-18T09:11:46Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kisa Health Post,414241-0,11-4-02,Kgalagadi south,Kgalagadi south,KGALAGADI SOUTH,Health Post,-25.844326,22.698461000000002,+267 6542803,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-26T06:46:58Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rappelspan Health Post,465070-1,11-4-07,Kgalagadi south,Kgalagadi south,KGALAGADI SOUTH,Health Post,-26.821957,20.814882,+267 6511118,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-25T12:43:29Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bodungwane Health Post,448812-8,09-4-01,Kgatleng,Kgatleng,MOCHUDI WEST,Health Post,-24.556,25.323,-,Rural,FALSE,PERMANENTLY_CLOSED,PUBLISHED,12,2023-05-12T06:50:09Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Khurutshe Health Post,418397-6,09-4-06,Kgatleng,Kgatleng,MOCHUDI WEST,Health Post,-23.734505,26.181275,-,Rural,FALSE,PERMANENTLY_CLOSED,PUBLISHED,157,2023-08-24T09:06:38Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Leshibitse Health Post,361644-8,09-4-07,Kgatleng,Kgatleng,MOCHUDI WEST,Health Post,-23.840988,26.449206,5757009,Rural,FALSE,OPERATIONAL,PUBLISHED,971,2023-04-25T08:09:52Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mochudi Prisons Sick Bay Health Post,456996-8,09-4-17,Kgatleng,Kgatleng,MOCHUDI WEST,Health Post,-24.4005358,26.1237397,+267 5777251,Rural,FALSE,OPERATIONAL,PUBLISHED,60,2023-04-28T06:43:53Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Malotwana Health Post,724416-3,09-4-09,Kgatleng,Kgatleng,MOCHUDI WEST,Health Post,-24.293333,26.169228,+267 5748253,Rural,FALSE,OPERATIONAL,PUBLISHED,1047,2023-04-25T09:51:50Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zutshwa Health Post,927959-7,24-4-10,Kgalagadi North,Kgalagadi North,KGALAGADI NORTH,Health Post,-24.1423323,21.245815,+267 76875334,Rural,FALSE,OPERATIONAL,PUBLISHED,669,2023-04-26T13:46:21Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maitengwe Clinic,125795-5,12-3-03,Tutume,Tutume,NKANGE,Clinic with Maternity,-20.1385485,27.1987148,+267 2986209,Rural,FALSE,OPERATIONAL,PUBLISHED,8120,2023-04-11T06:53:21Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Moeti Clinic,697110-5,01-3-08,Ngami,NA,MAUN EAST,Clinic with Maternity,-19.966623,23.402511,NA,urban,FALSE,OPERATIONAL,PUBLISHED,1100,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Matlapana Health Post,288910-3,01-4-11,Ngami,NA,MAUN EAST,Health Post,-19.941198,23.501484,NA,urban,FALSE,OPERATIONAL,PUBLISHED,1040,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maun Clinic,539949-8,01-3-04,Ngami,NA,MAUN EAST,Clinic,-19.992299,23.417506,+267 73294077,urban,FALSE,OPERATIONAL,PUBLISHED,2270,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
